Provider CCN,Hospital Name,State Code,Medicare CBSA Number,cbsa,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,fte_per_1000_days,fte_per_bed
380025,LEGACY MOUNT HOOD MEDICAL CENTER,OR,38900.0,38900,2023-04-01,2024-03-31,641.31,22753.0,99.0,28.18573374939568,6.477878787878788
380029,SILVERTON HOSPITAL,OR,41420.0,41420,2023-04-01,2024-03-31,403.68,6906.0,29.0,58.453518679409214,13.92
380089,LEGACY MERIDIAN PARK HOSPITAL,OR,38900.0,38900,2023-04-01,2024-03-31,821.95,30814.0,110.0,26.674563510092817,7.472272727272728
392036,SSH - LAUREL HIGHLANDS  INC,PA,38300.0,38300,2023-04-01,2024-03-31,65.91,6054.0,40.0,10.887016848364716,1.6477499999999998
061317,GRAND RIVER HOSPITAL DISTRICT,CO,99906.0,99906,2023-01-01,2023-12-31,354.12,2892.0,25.0,122.44813278008299,14.1648
241322,INTL FALLS MEMORIAL HOSPITAL,MN,99924.0,99924,2023-01-01,2023-12-31,167.15,1476.0,18.0,113.24525745257453,9.286111111111111
440009,CUMBERLAND MEDICAL CENTER,TN,99944.0,99944,2023-07-01,2024-06-30,531.0,20096.0,73.0,26.423168789808916,7.273972602739726
160005,ST. ANTHONY REGIONAL HOSPITAL,IA,99916.0,99916,2023-07-01,2024-03-17,311.52,4123.0,49.0,75.55663351928207,6.357551020408163
281315,BRODSTONE MEMORIAL HOSPITAL,NE,99928.0,99928,2023-05-01,2024-04-30,184.5,1552.0,25.0,118.87886597938143,7.38
324013,HAVEN BEHAVIORAL SEN CARE OF ALBUQUR,NM,10740.0,10740,2023-01-01,2023-12-31,88.0,14228.0,48.0,6.184987348889514,1.8333333333333333
330401,ST. CATHERINE OF SIENA MEDICAL CENTE,NY,35004.0,35004,2023-01-01,2023-12-31,1159.34,44877.0,254.0,25.83372328809858,4.564330708661417
370240,INTEGRIS COMMUNITY HOSPITAL,OK,36420.0,36420,2023-01-01,2023-12-31,130.58,1122.0,32.0,116.38146167557933,4.080625
380007,LEGACY EMANUEL HOSPITAL & HEALTH CTR,OR,38900.0,38900,2023-04-01,2024-03-31,3981.03,115756.0,388.0,34.391565016068284,10.260386597938146
380017,LEGACY GOOD SAMARITAN HOSPITAL,OR,38900.0,38900,2023-04-01,2024-03-31,1181.76,39221.0,177.0,30.13079727696897,6.676610169491525
454157,OCEANS BEHAVIORAL HOSPITAL LUBBOCK,TX,31180.0,31180,2023-04-07,2023-12-31,114.3,4806.0,32.0,23.782771535580522,3.571875
460054,CACHE VALLEY HOSPITAL,UT,30860.0,30860,2023-04-01,2024-03-31,121.27,1677.0,28.0,72.31365533691114,4.331071428571429
114035,RIVERWOODS BEHAVIORAL HEALTH SYSTEM,GA,12060.0,12060,2023-01-01,2023-12-31,345.76,59581.0,223.0,5.803192292845035,1.550493273542601
182005,COMMONWEALTH REGIONAL SPECIALTY HOSP,KY,14540.0,14540,2023-02-01,2024-01-31,44.24,4389.0,16.0,10.079744816586922,2.765
053044,BAKERSFIELD REHABILITATION HOSPITAL,CA,12540.0,12540,2023-05-01,2024-04-30,102.38,10964.0,50.0,9.33783290769792,2.0476
053045,10240 SACRAMENTO REHABILITATION HOSP,CA,40900.0,40900,2023-05-01,2024-04-30,103.77,10047.0,50.0,10.328456255598686,2.0754
141323,MASSAC MEMORIAL HOSPITAL,IL,99914.0,99914,2023-04-01,2024-03-31,184.5,1519.0,25.0,121.46148782093482,7.38
171378,NINNESCAH VALLEY HEALTH SYSTEMS,KS,99917.0,99917,2023-05-01,2024-04-30,102.89,1242.0,25.0,82.84219001610306,4.1156
181318,THE MEDICAL CENTER AT FRANKLIN,KY,99918.0,99918,2023-04-01,2024-03-31,107.92,5163.0,25.0,20.902576021692813,4.3168
181333,THE MEDICAL CENTER OF ALBANY,KY,99918.0,99918,2023-09-08,2024-03-31,50.31,1811.0,25.0,27.78023191606847,2.0124
271320,CABINET PEAKS MEDICAL CENTER,MT,99927.0,99927,2023-04-01,2024-03-31,243.77,2150.0,25.0,113.38139534883722,9.7508
280003,BRYAN MEDICAL CENTER,NE,30700.0,30700,2023-01-01,2023-12-31,3658.58,134956.0,510.0,27.109428258098937,7.173686274509803
280132,BELLEVUE MEDICAL CENTER,NE,36540.0,36540,2023-04-01,2024-03-31,460.6,19949.0,71.0,23.088876635420323,6.4873239436619725
363041,TRIHEALTH REHABILITATION HOSPITAL,OH,17140.0,17140,2023-04-01,2024-03-31,161.26,15988.0,60.0,10.086314736052039,2.6876666666666664
363046,PAM HEALTH REHAB HOSP OF MIAMISBURG,OH,19430.0,19430,2023-06-15,2024-04-30,101.84,8326.0,42.0,12.231563776122988,2.4247619047619047
364057,BLUERIDGE VISTA HEALTH & WELNESS,OH,17140.0,17140,2023-04-01,2024-03-31,78.53,12383.0,44.0,6.34175886295728,1.7847727272727274
454129,GEORGETOWN BEHAVIORAL HEALTH,TX,12420.0,12420,2023-01-01,2023-12-31,179.21,27906.0,118.0,6.421916433741847,1.5187288135593222
454151,MEDICAL BEHAVIORAL HOSPITAL OF CLEAR,TX,26420.0,26420,2023-01-01,2023-12-31,68.01,17457.0,92.0,3.8958583949132155,0.7392391304347826
140043,CGH MEDICAL CENTER,IL,99914.0,99914,2023-05-01,2024-04-30,1212.7,15092.0,95.0,80.35382984362577,12.765263157894738
154054,HARSHA BEHAVIORAL CENTER,IN,45460.0,45460,2023-01-01,2023-12-31,150.23,16081.0,81.0,9.34208071637336,1.8546913580246913
154055,BRENTWOOD SPRINGS,IN,21780.0,21780,2023-01-01,2023-12-31,112.25,14150.0,48.0,7.93286219081272,2.3385416666666665
154067,HENDRICKS BEHAVIORAL HOSPITAL,IN,26900.0,26900,2023-01-01,2023-12-31,177.85,27092.0,112.0,6.564668536837442,1.5879464285714284
161316,PALMER LUTHERAN HEALTH CENTER,IA,99916.0,99916,2023-01-01,2023-09-30,134.79,1368.0,25.0,98.53070175438596,5.3915999999999995
190241,PHYSICIANS MEDICAL CENTER,LA,26380.0,26380,2023-01-01,2023-12-31,75.56,422.0,30.0,179.0521327014218,2.518666666666667
264024,LAKELAND REGIONAL HOSPITAL,MO,44180.0,44180,2023-01-01,2023-12-31,253.46,26464.0,100.0,9.577539298669892,2.5346
340168,WILMINGTON TREATMENT CENTER INC,NC,48900.0,48900,2023-01-01,2023-12-31,204.89,25609.0,92.0,8.00070287789449,2.227065217391304
464012,MARIAN CENTER,UT,41620.0,41620,2023-01-01,2023-12-31,23.69,3717.0,12.0,6.373419424266882,1.9741666666666668
670135,ALTUS HOUSTON HOSPITAL LP,TX,26420.0,26420,2023-01-01,2023-12-31,200.0,428.0,10.0,467.2897196261682,20.0
030094,ABRAZO ARROWHEAD CAMPUS,AZ,38060.0,38060,2023-04-01,2024-03-31,1170.4,63098.0,278.0,18.54892389616153,4.210071942446043
104079,LARKIN COMMUNITY HOSPITAL BEHAVIORAL,FL,22744.0,22744,2023-01-01,2023-12-31,75.06,14257.0,50.0,5.264782212246616,1.5012
141312,ROCHELLE COMMUNITY HOSPITAL,IL,99914.0,99914,2023-05-01,2024-04-30,346.96,1064.0,17.0,326.09022556390977,20.40941176470588
170199,MINIMALLY INVASIVE SURGERY HOSPITAL,KS,28140.0,28140,2023-01-01,2023-12-31,49.33,196.0,9.0,251.68367346938774,5.481111111111111
171354,COMMUNITY HEALTHCARE SYSTEM,KS,31740.0,31740,2023-04-01,2024-03-31,271.19,1961.0,25.0,138.2916879143294,10.8476
180128,THREE RIVERS MEDICAL CENTER,KY,99918.0,99918,2023-04-01,2024-03-31,173.1,3833.0,65.0,45.16044873467258,2.663076923076923
254013,OCEANS BEHAVIORAL HOSPITAL TUPELO,MS,99925.0,99925,2023-04-14,2023-12-31,54.01,5421.0,34.0,9.963106437926582,1.5885294117647057
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,MO,99926.0,99926,2023-04-01,2024-03-31,670.24,7211.0,43.0,92.94688670087368,15.586976744186046
291314,SOUTH LYON MEDICAL CENTER,NV,99929.0,99929,2023-04-01,2024-03-31,83.76,550.0,14.0,152.29090909090908,5.982857142857143
351330,WEST RIVER REGIONAL MEDICAL CENTER,ND,99935.0,99935,2023-04-01,2024-03-31,135.88,2169.0,25.0,62.64638082065467,5.4352
454144,WOODLAND SPRINGS,TX,26420.0,26420,2023-01-01,2023-12-31,170.68,26731.0,96.0,6.385095956006135,1.7779166666666668
670319,TRINITY REGIONAL HOSPITAL SACHSE,TX,19124.0,19124,2023-01-01,2024-01-31,122.05,1047.0,32.0,116.57115568290354,3.8140625
050194,WATSONVILLE COMMUNITY HOSPTIAL,CA,42100.0,42100,2023-01-01,2023-12-31,475.57,14557.0,106.0,32.66950607954936,4.486509433962264
124001,SUTTER PACIFIC KAHI MOHALA HOSP,HI,46520.0,46520,2023-01-01,2023-12-31,166.6,7262.0,88.0,22.941338474249516,1.893181818181818
154059,SYCAMORE SPRINGS,IN,29200.0,29200,2023-01-01,2023-12-31,115.48,15741.0,48.0,7.336255638142431,2.4058333333333333
170194,ASCENTIST HOSPITAL,KS,28140.0,28140,2023-01-01,2023-12-31,,515.0,9.0,,
171319,HOLTON COMMUNITY HOSPITAL,KS,45820.0,45820,2023-04-01,2024-03-31,120.11,1560.0,14.0,76.99358974358975,8.579285714285714
171353,PHILLIPS COUNTY HOSPITAL,KS,99917.0,99917,2023-04-01,2024-03-31,86.88,2426.0,25.0,35.812036273701565,3.4751999999999996
171375,MITCHELL CO HOSP HEALTH SYSTEMS,KS,99917.0,99917,2023-04-01,2024-03-31,200.81,5343.0,17.0,37.583754445068315,11.81235294117647
230217,OAKLAWN HOSPITAL,MI,12980.0,12980,2023-04-01,2024-03-31,937.01,10090.0,78.0,92.86521308225966,12.012948717948717
231306,MACKINAC STRAITS HEALTH SYSTEM  INC,MI,99923.0,99923,2023-04-01,2024-03-31,198.45,666.0,15.0,297.97297297297297,13.229999999999999
231308,MUNISING MEMORIAL HOSPITAL,MI,99923.0,99923,2023-04-01,2024-03-31,59.79,980.0,11.0,61.01020408163265,5.4354545454545455
231316,HILLS & DALES GENERAL HOSPITAL,MI,99923.0,99923,2022-10-01,2022-12-31,60.75,695.0,25.0,87.41007194244604,2.43
233026,MARY FREE BED REHAB HOSPITAL,MI,24340.0,24340,2023-04-01,2024-03-31,1583.95,40893.0,139.0,38.73401315628592,11.395323741007195
261312,HARRISON COUNTY COMMUNITY HOSPITAL,MO,99926.0,99926,2023-04-01,2024-03-31,165.05,2121.0,15.0,77.81706742102783,11.003333333333334
261331,FREEMAN NEOSHO HOSPITAL,MO,27900.0,27900,2023-04-01,2024-03-31,141.83,2768.0,25.0,51.23916184971099,5.6732000000000005
264031,OSAGE BEACH CENTER FOR COGNITIVE DIS,MO,99926.0,99926,2023-01-01,2023-12-31,35.0,4908.0,16.0,7.1312143439282805,2.1875
271328,LOGAN HEALTH SHELBY,MT,99927.0,99927,2023-04-01,2023-12-31,104.88,341.0,21.0,307.5659824046921,4.994285714285714
281318,MORRILL COUNTY COMMUNITY HOSPITAL,NE,99928.0,99928,2023-07-01,2024-06-30,179.18,763.0,20.0,234.83617300131064,8.959
281344,CHERRY COUNTY HOSPITAL,NE,99928.0,99928,2023-04-01,2024-03-31,88.96,1550.0,25.0,57.393548387096764,3.5584
330405,HELEN HAYES HOSPITAL,NY,35614.0,35614,2023-04-01,2024-03-31,,,,,
450400,PARKVIEW REGIONAL HOSPITAL,TX,99945.0,99945,2023-04-01,2024-03-31,91.93,1367.0,49.0,67.24945135332847,1.876122448979592
034034,DESTINY SPRINGS HEALTHCARE,AZ,38060.0,38060,2023-01-01,2023-12-31,190.92,31563.0,90.0,6.0488546716091625,2.1213333333333333
141308,WASHINGTON COUNTY HOSPITAL,IL,99914.0,99914,2023-05-01,2024-04-30,100.75,6119.0,22.0,16.465108677888544,4.579545454545454
181314,THE MEDICAL CENTER AT CAVERNA,KY,99918.0,99918,2023-04-01,2024-03-31,72.64,3335.0,25.0,21.78110944527736,2.9056
360058,MERCER COUNTY COMMUNITY HOSPITAL,OH,99936.0,99936,2023-04-01,2024-03-31,400.56,5224.0,88.0,76.67687595712098,4.551818181818182
360065,FISHER-TITUS MEDICAL CENTER,OH,99936.0,99936,2023-01-01,2023-12-31,935.63,11213.0,78.0,83.44154106840276,11.99525641025641
360096,EAST LIVERPOOL CITY HOSPITAL,OH,99936.0,99936,2023-01-01,2023-12-31,384.12,12749.0,116.0,30.12942191544435,3.3113793103448277
360247,PARKSIDE BEHAVIORAL HEALTHCARE ACQUI,OH,18140.0,18140,2023-01-01,2023-12-31,17.7,1492.0,50.0,11.863270777479892,0.354
364052,CLEARVISTA HEALTH & WELNESS,OH,17460.0,17460,2023-04-01,2024-03-31,78.85,14477.0,52.0,5.446570422048767,1.5163461538461538
364061,RIVER VISTA HEALTH & WELNESS,OH,18140.0,18140,2023-04-01,2024-03-31,134.08,17739.0,80.0,7.558486949658944,1.6760000000000002
364064,SUNRISEVISTA HEALTH AND WELLNESS,OH,15940.0,15940,2023-04-01,2024-03-31,89.72,12655.0,72.0,7.089687870406954,1.2461111111111112
370779,PERRY MEMORIAL HOSPITAL,OK,99937.0,99937,2023-04-01,2023-12-31,42.39,,,,
670109,BAYTOWN MEDICAL CENTER OP,TX,26420.0,26420,2023-01-01,2023-12-31,162.0,167.0,14.0,970.0598802395209,11.571428571428571
010126,TROY REGIONAL MEDICAL CENTER,AL,99901.0,99901,2023-04-01,2024-03-31,215.68,3896.0,41.0,55.35934291581109,5.260487804878049
050697,PATIENTS HOSPITAL OF REDDING,CA,39820.0,39820,2023-01-01,2023-12-31,30.61,221.0,10.0,138.50678733031674,3.061
100142,JACKSON HOSPITAL  MARIANNA,FL,99910.0,99910,2022-10-01,2023-09-30,502.87,11311.0,66.0,44.458491733710545,7.619242424242424
260095,CENTERPOINT MEDICAL CENTER,MO,28140.0,28140,2023-04-01,2024-03-31,1148.17,74310.0,353.0,15.451083299690486,3.252606232294618
260137,FREEMAN OAK HILL HEALTH SYSTEM,MO,27900.0,27900,2023-04-01,2024-03-31,2921.12,75853.0,348.0,38.5102764557763,8.394022988505746
334064,SAGAMORE CHILDRENS PSYCH CTR,NY,,,2023-04-01,2024-03-31,,,,,
334065,WESTERN NY CHILDRENS PSYCH CTR,NY,,,2023-04-01,2024-03-31,,,,,
381321,GRANDE RONDE HOSPITAL,OR,99938.0,99938,2023-05-01,2024-04-30,602.0,4842.0,25.0,124.32878975629905,24.08
041328,CHICOT MEMORIAL MEDICAL CENTER,AR,99904.0,99904,2023-04-01,2024-03-31,115.79,2193.0,25.0,52.799817601459196,4.631600000000001
140210,HARRISBURG MEDICAL CENTER  INC.,IL,99914.0,99914,2023-04-01,2024-03-31,235.81,1680.0,40.0,140.36309523809524,5.89525
150150,DUPONT HOSPITAL,IN,23060.0,23060,2023-04-01,2024-03-31,593.03,22953.0,131.0,25.83670979828345,4.526946564885496
250093,BOLIVAR MEDICAL CENTER,MS,99925.0,99925,2023-04-01,2024-03-31,333.39,11108.0,152.0,30.013503781058695,2.1933552631578945
312024,SILVER LAKE HOSPITAL LTACH,NJ,35084.0,35084,2023-04-01,2024-03-31,177.0,7396.0,63.0,23.93185505678745,2.8095238095238093
440159,DELTA MEDICAL CENTER MEMPHIS,TN,32820.0,32820,2023-04-01,2024-03-31,103.13,7.0,10.0,14732.857142857141,10.312999999999999
504014,INLAND NORTHWEST BEHAVIORAL HEALTH,WA,44060.0,44060,2023-04-01,2024-03-31,168.86,25704.0,100.0,6.569405539993776,1.6886
670266,TOWNSEN MEMORIAL HOSPITAL,TX,26420.0,26420,2023-01-01,2023-12-31,148.42,765.0,5.0,194.01307189542482,29.683999999999997
670314,ST MICHAELS MEDICAL HOSPITAL LLC,TX,26420.0,26420,2023-01-01,2023-12-31,31.55,51.0,5.0,618.6274509803922,6.3100000000000005
673089,CLEARSKY REHABILITIATION HOSPITAL OF,TX,28660.0,28660,2023-09-07,2024-03-31,67.2,3644.0,30.0,18.44127332601537,2.24
013029,ENCOMPASS HEALTH REHABILITATION HOSP,AL,26620.0,26620,2023-06-01,2024-05-31,247.33,30526.0,85.0,8.102273471794536,2.909764705882353
013033,REGIONAL REHABILITATION HOSPITAL,AL,17980.0,17980,2023-06-01,2024-05-31,172.96,20258.0,58.0,8.53786158554645,2.9820689655172417
033032,ENCOMPASS HEALTH VALLEY OF THE SUN R,AZ,38060.0,38060,2023-06-01,2024-05-31,151.45,15467.0,75.0,9.791814831576906,2.019333333333333
043028,ENCOMPASS HEALTH REHABILITATION HOSP,AR,22900.0,22900,2023-06-01,2024-05-31,149.78,18280.0,65.0,8.193654266958424,2.304307692307692
043035,CHI ST. VINCENT HOT SPRINGS REHABILI,AR,26300.0,26300,2023-06-01,2024-05-31,145.43,15770.0,48.0,9.221940393151554,3.0297916666666667
050360,MARINHEALTH MEDICAL CENTER,CA,42034.0,42034,2023-01-01,2023-12-31,1429.22,48194.0,310.0,29.655558783251028,4.610387096774193
100122,NORTH OKALOOSA MEDICAL CENTER,FL,18880.0,18880,2023-04-01,2024-03-31,505.75,22332.0,110.0,22.64687444026509,4.597727272727273
130073,GROVE CREEK MEDICAL CENTER,ID,99913.0,99913,2023-01-01,2023-12-31,31.31,1387.0,8.0,22.573900504686375,3.91375
141307,PINCKNEYVILLE COMMUNITY HOSPITAL,IL,99914.0,99914,2023-05-01,2024-04-30,198.57,2843.0,20.0,69.84523390784382,9.9285
143030,THE REHABILITATION INSTITUTE OF SOUT,IL,41180.0,41180,2023-06-01,2024-05-31,120.91,12162.0,40.0,9.941621443841473,3.02275
170006,VIA CHRISTI HOSPITAL PITTSBURG  INC.,KS,99917.0,99917,2023-04-01,2024-03-31,397.45,9017.0,64.0,44.077852944438284,6.21015625
170779,SOUTH CENTRAL KS REGIONAL MEDICAL CT,KS,99917.0,99917,2023-08-26,2023-12-31,181.31,,,,
231312,SHERIDAN COMMUNITY HOSPITAL,MI,99923.0,99923,2023-04-01,2024-03-31,60.85,757.0,22.0,80.38309114927344,2.765909090909091
263028,THE REHABILITATION INSTITUTE OF ST.,MO,41180.0,41180,2023-06-01,2024-05-31,322.42,35260.0,176.0,9.144072603516733,1.8319318181818183
264035,MARYLAND HEIGHTS CENTER FOR BH,MO,41180.0,41180,2023-01-20,2023-12-31,30.0,4209.0,16.0,7.127583749109053,1.875
342020,SSH -GREENSBORO,NC,24660.0,24660,2023-05-01,2024-04-30,98.54,10135.0,30.0,9.722742969906266,3.284666666666667
370015,HILLCREST HOSPITAL PRYOR,OK,99937.0,99937,2023-04-01,2024-03-31,96.15,1385.0,21.0,69.42238267148015,4.578571428571429
423028,ENCOMPASS HEALTH REHABILITATION HOSP,SC,16740.0,16740,2023-06-01,2024-05-31,155.1,16903.0,50.0,9.17588593740756,3.102
442011,SSH -NASHVILLE,TN,34980.0,34980,2023-05-01,2024-04-30,277.67,31181.0,100.0,8.90510246624547,2.7767
443027,REHABILITATION HOSPITAL OF KINGSPORT,TN,28700.0,28700,2023-06-01,2024-05-31,149.4,15687.0,50.0,9.523809523809526,2.988
443028,VANDERBILT STALLWORTH REHABILITATION,TN,34980.0,34980,2023-06-01,2024-05-31,163.17,16320.0,80.0,9.998161764705882,2.039625
443030,WEST TENNESSEE HEALTHCARE REHABILITA,TN,99944.0,99944,2023-06-01,2024-05-31,91.1,10452.0,40.0,8.71603520857252,2.2775
443032,ENCOMPASS HEALTH REHABILITATION HOSP,TN,16860.0,16860,2023-06-01,2024-05-31,147.71,16545.0,50.0,8.927772741009369,2.9542
450028,VALLEY BAPTIST MED CNTR BROWNSVILLE,TX,15180.0,15180,2023-05-01,2024-04-30,684.0,49133.0,240.0,13.92139702440315,2.85
453031,ENCOMPASS HEALTH REHABILITATION HOSP,TX,41700.0,41700,2023-06-01,2024-05-31,176.5,18944.0,108.0,9.316934121621621,1.6342592592592593
493031,ENCOMPASS HEALTH REHABILITATION HOSP,VA,40060.0,40060,2023-06-01,2024-05-31,126.66,14308.0,64.0,8.852390271176965,1.9790625
493032,ENCOMPASS HEALTH REHABILITATION HOSP,VA,47894.0,47894,2023-06-01,2024-05-31,171.39,19211.0,58.0,8.921451251886939,2.9549999999999996
493033,ENCOMPASS HEALTH REHABILITATION HOSP,VA,47894.0,47894,2023-06-01,2024-05-31,184.92,21100.0,60.0,8.763981042654029,3.082
493034,REHABILITATION HOSPITAL OF BRISTOL,VA,28700.0,28700,2023-06-01,2024-05-31,77.25,8261.0,25.0,9.351168139450431,3.09
524043,GRANITE HILLS HOSPITAL,WI,33340.0,33340,2023-05-01,2024-04-30,105.1,12181.0,36.0,8.628191445694114,2.9194444444444443
673058,BSW LAKEWAY,TX,12420.0,12420,2023-05-01,2024-04-30,1028.02,7369.0,36.0,139.50603881123624,28.55611111111111
012014,NORTH ALABAMA SPECIALTY HOSPITAL,AL,26620.0,26620,2023-05-01,2024-04-30,49.0,5270.0,31.0,9.297912713472487,1.5806451612903225
110025,SGHS - BRUNSWICK CAMPUS,GA,15260.0,15260,2023-05-01,2024-04-30,1348.0,58765.0,300.0,22.938824130009362,4.493333333333333
110146,SGHS - CAMDEN CAMPUS,GA,99911.0,99911,2023-05-01,2024-04-30,265.14,5704.0,40.0,46.48316970546984,6.6285
111324,CHATUGE REGIONAL HOSPITAL,GA,99911.0,99911,2023-05-01,2024-04-30,146.57,6120.0,25.0,23.949346405228756,5.8628
112011,SSH - SAVANNAH  INC.,GA,42340.0,42340,2023-05-01,2024-04-30,98.79,10385.0,40.0,9.512758786711604,2.4697500000000003
194056,COMMUNITY CARE HOSPITAL,LA,35380.0,35380,2023-05-01,2024-04-30,96.14,8762.0,38.0,10.97238073499201,2.53
340085,THOMASVILLE MEDICAL CENTER,NC,49180.0,49180,2023-01-01,2023-12-31,692.86,13233.0,73.0,52.358497695156046,9.49123287671233
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,VA,47894.0,47894,2023-05-01,2024-04-30,434.55,28469.0,109.0,15.26397133724402,3.986697247706422
014000,HILL CREST HOSPITAL,AL,,,2023-07-01,2024-06-30,,,,,
014013,PREMIER BEH SOLUTIONS OF ALABAMA,AL,,,2023-07-01,2024-06-30,,,,,
051334,OJAI VALLEY COMMUNITY HOSPITAL,CA,37100.0,37100,2023-01-01,2023-12-31,115.0,3525.0,25.0,32.6241134751773,4.6
110051,UNION GENERAL HOSPITAL,GA,99911.0,99911,2023-05-01,2024-04-30,608.81,9693.0,39.0,62.80924378417414,15.610512820512819
140053,ST. JOHNS HOSPITAL,IL,44100.0,44100,2023-07-01,2024-06-30,1891.81,112373.0,442.0,16.83509383926744,4.2801131221719455
194007,NORTHLAKE BEHAVIORAL HEALTH SYSTEM,LA,35380.0,35380,2023-01-01,2023-12-31,257.82,32558.0,140.0,7.918791080533201,1.8415714285714284
201304,MOUNT DESERT ISLAND HOSPITAL,ME,99920.0,99920,2023-05-01,2024-04-30,310.59,4139.0,25.0,75.03986470161875,12.423599999999999
241332,WINDOM AREA HOSPITAL,MN,99924.0,99924,2023-05-01,2024-04-30,136.4,1255.0,18.0,108.68525896414343,7.577777777777778
254011,GULFPORT BEHAVIORAL HEALTH SYSTEM,MS,25060.0,25060,2023-04-01,2024-03-31,125.99,19324.0,90.0,6.5198716621817425,1.3998888888888887
271312,PHILLIPS COUNTY HOSPITAL,MT,99927.0,99927,2023-05-01,2024-04-30,50.75,494.0,6.0,102.7327935222672,8.458333333333334
330354,ROSWELL PARK CANCER INSTITUTE,NY,15380.0,15380,2023-04-01,2024-03-31,3865.0,44642.0,157.0,86.577662291116,24.61783439490446
334066,ROCKLAND CHILDRENS PSYCHIATRIC CTR,NY,,,2023-04-01,2024-03-31,,,,,
334067,NEW YORK CITY CHILDRENS PHYSCH CTR,NY,,,2023-04-01,2024-03-31,,,,,
450370,COLUMBUS COMMUNITY HOSPITAL,TX,99945.0,99945,2023-05-01,2024-04-30,170.31,1950.0,40.0,87.33846153846154,4.25775
450844,METHODIST WILLOWBROOK HOSPITAL,TX,26420.0,26420,2023-01-01,2023-12-31,2526.99,110318.0,346.0,22.906415997389367,7.3034393063583805
673042,ENCOMPASS HEALTH REHABILITATION HOSP,TX,26420.0,26420,2023-06-01,2024-05-31,164.64,16802.0,50.0,9.79883347220569,3.2927999999999997
033037,ENCOMPASS HEALTH REHABILITATION HOSP,AZ,38060.0,38060,2023-06-01,2024-05-31,186.75,20035.0,70.0,9.321187921138009,2.6678571428571427
063034,ENCOMPASS HEALTH REHABILITATION HOSP,CO,19740.0,19740,2023-06-01,2024-05-31,146.67,15405.0,60.0,9.520934761441088,2.4444999999999997
080006,NANTICOKE MEMORIAL HOSPITAL,DE,41540.0,41540,2023-07-01,2024-06-30,685.05,20165.0,92.0,33.97222910984379,7.4461956521739125
140088,UNIVERSITY OF CHICAGO HOSPITALS,IL,16984.0,16984,2023-07-01,2024-06-30,9615.8,232473.0,737.0,41.363083024695335,13.047218453188602
183029,SOUTHERN KENTUCKY REHAB HOSPITAL,KY,14540.0,14540,2023-01-01,2023-12-31,169.8,18504.0,60.0,9.176394293125812,2.83
184012,LINCOLN TRAIL BEHAVIORAL HEALTH,KY,21060.0,21060,2023-05-01,2024-04-30,167.0,19016.0,110.0,8.782078249894825,1.518181818181818
190090,WINN PARISH MEDICAL CENTER,LA,99919.0,99919,2023-04-01,2024-03-31,118.0,1511.0,45.0,78.09397749834547,2.6222222222222222
222007,HEBREW REHABILITATION CENTER,MA,14454.0,14454,2022-10-01,2023-09-30,1025.15,224934.0,667.0,4.557559106226716,1.5369565217391306
230038,COREWELL HEALTH GRAND RAPIDS HOSPITA,MI,24340.0,24340,2023-01-01,2023-12-31,9198.94,314484.0,1114.0,29.250899886798695,8.2575763016158
232024,SSH - ANN ARBOR,MI,11460.0,11460,2023-05-01,2024-04-30,105.33,10416.0,36.0,10.112327188940093,2.9258333333333333
232031,SSH - WYANDOTTE,MI,19804.0,19804,2023-05-01,2024-04-30,94.38,17564.0,71.0,5.3734912320655885,1.3292957746478873
313036,ENCOMPASS HEALTH REHABILITATION HOSP,NJ,47220.0,47220,2023-06-01,2024-05-31,125.29,14516.0,41.0,8.631165610360982,3.0558536585365856
371303,ROGER MILLS MEMORIAL HOSPITAL,OK,99937.0,99937,2023-05-01,2024-04-30,62.12,1432.0,15.0,43.37988826815643,4.141333333333333
371334,CARNEGIE TRI-COUNTY MUNICIPAL HOSPIT,OK,99937.0,99937,2023-05-01,2024-04-30,57.71,3218.0,17.0,17.93349906774394,3.394705882352941
392031,SSH - JOHNSTOWN  INC.,PA,27780.0,27780,2023-05-01,2024-04-30,83.24,8344.0,39.0,9.976030680728666,2.134358974358974
440003,SUMNER REGIONAL MEDICAL CENTER,TN,34980.0,34980,2023-05-01,2024-04-30,788.1,29960.0,138.0,26.305073431241656,5.710869565217392
451333,MARTIN COUNTY HOSPITAL,TX,99945.0,99945,2023-05-01,2024-04-30,204.62,1357.0,18.0,150.7885040530582,11.367777777777778
040004,WASHINGTON REGIONAL MEDICAL CENTER,AR,22220.0,22220,2023-01-01,2023-12-31,1889.24,74907.0,377.0,25.221140881359553,5.011246684350133
104081,OGLETHORPE OF ORLANDO  INC.,FL,36740.0,36740,2023-04-01,2024-03-31,98.44,18390.0,64.0,5.352909189777053,1.538125
190106,OAKDALE COMMUNITY HOSPITAL,LA,99919.0,99919,2023-04-01,2024-03-31,159.0,2316.0,49.0,68.65284974093264,3.2448979591836733
253027,ENCOMPASS HEALTH REHABILITATION HOSP,MS,25060.0,25060,2023-06-01,2024-05-31,124.87,15618.0,43.0,7.995261877321041,2.903953488372093
451394,KNOX COUNTY HOSPITAL,TX,99945.0,99945,2022-10-01,2023-09-30,79.34,582.0,25.0,136.32302405498282,3.1736
