Facility ID,Facility Name,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Safety Group Measure Count,READM Group Measure Count,Pt Exp Group Measure Count,TE Group Measure Count
334027,SOUTH OAKS HOSP,NY,11701,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334043,SOUTH BEACH PSYCHIATRIC CENTER,NY,10305,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334045,ELMIRA PSYCH CENTER,NY,14901,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334046,CAPITAL DISTRICT PSYCH CENTER,NY,12208,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334048,GRACIE SQUARE HOSP,NY,10021,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334049,FOUR WINDS OF SARATOGA,NY,12866,Psychiatric,Proprietary,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334052,BUFFALO PSYCHIATRIC CENTER,NY,14213,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334053,BRONX PSYCHIATRIC CENTER,NY,10461,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334054,MANHATTAN PSYCHIATRIC CENTER,NY,10035,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334060,KIRBY FORENSIC PSYCHIATRIC CENTER,NY,10035,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334061,MID HUDSON FORENSIC PSYCHIATRIC CTR,NY,10958,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334063,KINGSBORO PSYCHIATRIC HOSPITAL,NY,11203,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334064,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,NY,11746,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334065,WESTERN NY CHILDRENS PSYCHIATRIC CENTER,NY,14224,Psychiatric,Government - State,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334066,ROCKLAND CHILDREN'S PSYCHIATRIC CENTER,NY,10962,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
334067,NEW YORK CITY CHILDRENS PSYCH CENTER,NY,11426,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
340001,CAROLINAS MEDICAL CENTER-NORTHEAST,NC,28025,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,NC,28801,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
340003,NORTHERN REGIONAL HOSPITAL,NC,27030,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4.0,,7,8,11,8,12
340004,HIGH POINT REGIONAL HEALTH SYSTEM,NC,27261,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
340008,SCOTLAND MEMORIAL HOSPITAL,NC,28352,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
340010,UNC HEALTH CARE WAYNE,NC,27534,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
340013,RUTHERFORD REGIONAL MEDICAL CENTER,NC,28139,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,NC,27103,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,NC,28144,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
340016,HARRIS REGIONAL HOSPITAL,NC,28779,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12
340017,PARDEE HOSPITAL HENDERSON COUNTY,NC,28791,Acute Care Hospitals,Government - Local,Yes,Y,5.0,,7,8,11,8,12
340020,CENTRAL CAROLINA HOSPITAL,NC,27330,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12
340021,ATRIUM HEALTH CLEVELAND,NC,28150,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2.0,,7,8,11,8,12
340023,ADVENTHEALTH HENDERSONVILLE,NC,28792,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
340024,SAMPSON REGIONAL MEDICAL CENTER,NC,28328,Acute Care Hospitals,Government - Local,Yes,Y,3.0,,7,8,11,8,12
340027,UNC LENOIR HEALTH CARE,NC,28501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
340028,CAPE FEAR VALLEY MEDICAL CENTER,NC,28302,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12
340030,DUKE UNIVERSITY HOSPITAL,NC,27705,Acute Care Hospitals,Proprietary,Yes,Y,5.0,,7,8,11,8,12
340032,CAROMONT REGIONAL MEDICAL CENTER,NC,28052,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
340039,IREDELL MEMORIAL HOSPITAL INC,NC,28677,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
340040,ECU HEALTH MEDICAL CENTER,NC,27834,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
340041,CALDWELL MEMORIAL HOSPITAL,NC,28645,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,1.0,,7,8,11,8,12
340042,ONSLOW MEMORIAL HOSPITAL,NC,28546,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1.0,,7,8,11,8,12
340047,NORTH CAROLINA BAPTIST HOSPITAL,NC,27157,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
340049,NORTH CAROLINA SPECIALTY HOSPITAL,NC,27704,Acute Care Hospitals,Proprietary,No,,,16,7,8,11,8,12
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,NC,28359,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
340051,WATAUGA MEDICAL CENTER,NC,28607,Acute Care Hospitals,Government - Local,Yes,Y,4.0,,7,8,11,8,12
340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,NC,28233,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
340060,UNC ROCKINGHAM,NC,27288,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
340061,UNC HOSPITALS,NC,27514,Acute Care Hospitals,Government - State,Yes,Y,5.0,,7,8,11,8,12
340064,WILKES REGIONAL MEDICAL CENTER,NC,28659,Acute Care Hospitals,Government - Local,Yes,Y,3.0,,7,8,11,8,12
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,NC,28472,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,1.0,,7,8,11,8,12
340069,"WAKEMED, RALEIGH CAMPUS",NC,27610,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
340070,ALAMANCE REGIONAL MEDICAL CENTER,NC,27216,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
340071,BETSY JOHNSON REGIONAL HOSPITAL,NC,28334,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
340075,"BLUE RIDGE HEALTHCARE HOSPITALS, INC",NC,28655,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
340084,ATRIUM HEALTH ANSON,NC,28170,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12
340085,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,NC,27360,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
340087,THE MCDOWELL HOSPITAL,NC,28752,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
340090,JOHNSTON HEALTH,NC,27577,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
340091,"MOSES H. CONE MEMORIAL HOSPITAL, THE",NC,27401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
340096,LEXINGTON MEMORIAL HOSPITAL INC,NC,27293,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
340097,HUGH CHATHAM MEMORIAL HOSPITAL,NC,28621,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
340098,ATRIUM HEALTH PINEVILLE,NC,28210,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
340099,VIDANT ROANOKE CHOWAN HOSPITAL,NC,27910,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
340107,VIDANT EDGECOMBE HOSPITAL,NC,27886,Acute Care Hospitals,Government - Local,Yes,Y,2.0,,7,8,11,8,12
340109,SENTARA ALBEMARLE MEDICAL CENTER,NC,27909,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,NC,28203,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
340114,REX HOSPITAL,NC,27607,Acute Care Hospitals,Government - State,Yes,Y,5.0,,7,8,11,8,12
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,NC,28374,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
340116,FRYE REGIONAL MEDICAL CENTER,NC,28601,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
340119,STANLY REGIONAL MEDICAL CENTER,NC,28001,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
34011F,NMC Camp Lejeune,NC,28547,Acute Care - Department of Defense,Department of Defense,Yes,,,22,Not Available,Not Available,Not Available,Not Available,Not Available
340120,VIDANT DUPLIN HOSPITAL,NC,28349,Acute Care Hospitals,Government - Local,Yes,Y,4.0,,7,8,11,8,12
340123,RANDOLPH HOSPITAL,NC,27203,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
340126,WILSON MEDICAL CENTER,NC,27893,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
340127,GRANVILLE HEALTH SYSTEMS,NC,27565,Acute Care Hospitals,Government - Local,Yes,Y,2.0,,7,8,11,8,12
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,NC,28117,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
34012F,DURHAM VA MEDICAL CENTER,NC,27705,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4.0,,7,8,11,8,12
340130,ATRIUM HEALTH UNION,NC,28112,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
340131,CAROLINA EAST MEDICAL CENTER,NC,28560,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
340132,MARIA PARHAM MEDICAL CENTER,NC,27536,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,NC,28301,Acute Care - Veterans Administration,Veterans Health Administration,No,,3.0,,7,8,11,8,12
340141,NOVANT HEALTH NEW HANOVER REGIONAL MEDICAL CENTER,NC,28402,Acute Care Hospitals,Government - Local,Yes,Y,2.0,,7,8,11,8,12
340142,CARTERET GENERAL HOSPITAL,NC,28557,Acute Care Hospitals,Proprietary,Yes,Y,1.0,,7,8,11,8,12
340143,CATAWBA VALLEY MEDICAL CENTER,NC,28602,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3.0,,7,8,11,8,12
340145,ATRIUM HEALTH LINCOLN,NC,28092,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4.0,,7,8,11,8,12
340147,UNC HEALTH NASH,NC,27804,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
340148,NOVANT HEALTH MEDICAL PARK HOSPITAL,NC,27103,Acute Care Hospitals,Voluntary non-profit - Other,No,,4.0,,7,8,11,8,12
34014F,Womack AMC (FT Bragg),NC,28310,Acute Care - Department of Defense,Department of Defense,Yes,,,22,Not Available,Not Available,Not Available,Not Available,Not Available
340151,ECU HEALTH NORTH HOSPITAL,NC,27870,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
340155,DUKE REGIONAL HOSPITAL,NC,27704,Acute Care Hospitals,Government - Local,Yes,Y,4.0,,7,8,11,8,12
340156,CHEROKEE INDIAN HOSPITAL AUTHORITY,NC,28719,Acute Care Hospitals,Government - Federal,Yes,,,16,7,8,11,8,12
340158,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,NC,28462,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4.0,,7,8,11,8,12
340159,PERSON MEMORIAL HOSPITAL,NC,27573,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
340166,ATRIUM HEALTH UNIVERSITY CITY,NC,28262,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
340168,WILMINGTON TREATMENT CENTER,NC,28401,Acute Care Hospitals,Voluntary non-profit - Private,No,,,16,7,8,11,8,12
340171,NOVANT HEALTH MATTHEWS MEDICAL CENTER,NC,28106,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4.0,,7,8,11,8,12
340173,"WAKEMED, CARY HOSPITAL",NC,27518,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),NC,28144,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4.0,,7,8,11,8,12
340183,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,NC,28078,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
340184,HAYWOOD REGIONAL MEDICAL CENTER,NC,28721,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
340188,CAPE FEAR VALLEY HOKE HOSPITAL,NC,28376,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4.0,,7,8,11,8,12
340190,NOVANT HEALTH MINT HILL MEDICAL CENTER,NC,28215,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
340195,NOVANT HEALTH BALLANTYNE MEDICAL CENTER,NC,28277,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,NC,28805,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5.0,,7,8,11,8,12
341303,FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,NC,27371,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
341304,ECU HEALTH BERTIE HOSPITAL,NC,27983,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,5.0,,7,8,11,8,12
341305,DLP SWAIN COUNTY HOSPITAL LLC,NC,28713,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
341307,PENDER MEMORIAL HOSPITAL,NC,28425,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
341311,CHATHAM HOSPITAL INC,NC,27344,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12
341314,WASHINGTON COUNTY HOSP INC,NC,27962,Critical Access Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
341315,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,NC,28337,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
341316,HIGHLANDS CASHIERS HOSPITAL,NC,28741,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
341317,LIFEBRITE COMMUNITY HOSPITAL OF STOKES,NC,27016,Critical Access Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
341318,VIDANT CHOWAN HOSPITAL,NC,27932,Critical Access Hospitals,Government - Local,Yes,Y,2.0,,7,8,11,8,12
341319,"TRANSYLVANIA REGIONAL HOSPITAL, INC",NC,28712,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,1.0,,7,8,11,8,12
341320,ALLEGHANY  MEMORIAL HOSPITAL,NC,28675,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
341322,ST LUKES HOSPITAL,NC,28722,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,NC,28646,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
341324,"THE OUTER BANKS HOSPITAL, INC",NC,27959,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
341325,ASHE MEMORIAL HOSPITAL,NC,28640,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
341326,ANGEL MEDICAL CENTER,NC,28734,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,2.0,,7,8,11,8,12
341327,J ARTHUR DOSHER MEMORIAL HOSPITAL,NC,28461,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,16,7,8,11,8,12
341328,ERLANGER MURPHY MEDICAL CENTER,NC,28906,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,1.0,,7,8,11,8,12
341329,BLUE RIDGE REGIONAL HOSPITAL,NC,28777,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
344004,CENTRAL REGIONAL HOSPITAL,NC,27509,Psychiatric,Voluntary non-profit - Church,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344007,OLD VINEYARD YOUTH SERVICES,NC,27104,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344014,HOLLY HILL MENTAL HEALTH SERVICES,NC,27610,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344016,BRYNN MARR HOSP,NC,28540,Psychiatric,Government - Federal,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344023,JULIAN F KEITH ALCOHOL & DRUG ABUSE TX,NC,28711,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344025,BROUGHTON HOSPITAL,NC,28655,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344026,CHERRY HOSPITAL,NC,27530,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344029,"GOOD HOPE HOSPITAL, INC",NC,28339,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344030,STRATEGIC BEHAVIORAL CENTER-LELAND,NC,28451,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344032,TRIANGLE SPRINGS,NC,27617,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344033,WALTER B JONES CENTER LAKESIDE PSYCHIATRIC HOSPITA,NC,27834,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344034,APPALACHIAN REGIONAL BEHAVIORAL HEALTHCARE,NC,28646,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344035,RALEIGH OAKS BEHAVIORAL HEALTH,NC,27529,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
344036,IREDELL DAVIS BEHAVIORAL HEALTH HOSPITAL,NC,28677,Psychiatric,Proprietary,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
350002,CHI ST ALEXIUS HEALTH,ND,58501,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2.0,,7,8,11,8,12
350006,TRINITY HOSPITALS,ND,58701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
350011,SANFORD MEDICAL CENTER FARGO,ND,58122,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
350015,SANFORD MEDICAL CENTER BISMARCK,ND,58506,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
350019,ALTRU HOSPITAL,ND,58201,Acute Care Hospitals,Government - Local,Yes,Y,3.0,,7,8,11,8,12
35002F,FARGO VA MEDICAL CENTER,ND,58102,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5.0,,7,8,11,8,12
350063,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,ND,58316,Acute Care Hospitals,Government - Federal,Yes,,,16,7,8,11,8,12
350070,ESSENTIA HEALTH,ND,58104,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
351300,TIOGA MEDICAL CENTER,ND,58852,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351301,MOUNTRAIL COUNTY MEDICAL CENTER INC,ND,58784,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351302,MCKENZIE COUNTY HEALTHCARE SYSTEMS INC,ND,58854,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351303,GARRISON MEMORIAL HOSPITAL,ND,58540,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12
351304,CHI ST ALEXIUS HEALTH TURTLE LAKE,ND,58575,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12
351305,TRINITY KENMARE COMMUNITY HOSPITAL,ND,58746,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351306,COOPERSTOWN MEDICAL CENTER,ND,58425,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351307,ST ANDREW'S HOSPITAL,ND,58318,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12
351308,NELSON COUNTY HEALTH SYSTEM,ND,58254,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351309,SANFORD MAYVILLE,ND,58257,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351310,SAKAKAWEA MEDICAL CENTER - CAH,ND,58545,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351311,LISBON AREA HEALTH SERVICES,ND,58054,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351312,NORTHWOOD DEACONESS HEALTH CENTER,ND,58267,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12
351313,SOUTHWEST HEALTHCARE SERVICES,ND,58623,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351314,JACOBSON MEMORIAL HOSPITAL CARE CENTER,ND,58533,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351315,CHI OAKES HOSPITAL,ND,58474,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12
351316,PRESENTATION MEDICAL CENTER,ND,58367,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351318,CARRINGTON HEALTH CENTER,ND,58421,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351319,PEMBINA COUNTY MEMORIAL HOSPITAL,ND,58220,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351320,UNITY MEDICAL CENTER,ND,58237,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351321,SOUTH CENTRAL HEALTH,ND,58495,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
351322,ASHLEY MEDICAL CENTER,ND,58413,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351323,CAVALIER COUNTY MEMORIAL HOSPITAL ASSOCIATION,ND,58249,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351324,CHI MERCY HEALTH,ND,58072,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12
351325,ST LUKE'S HOSPITAL,ND,58730,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351326,FIRST CARE HEALTH CENTER,ND,58270,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351327,SMP HEALTH ST ALOISIUS,ND,58341,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351328,LINTON HOSPITAL - CAH,ND,58552,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351329,SANFORD HILLSBORO,ND,58045,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351330,WEST RIVER REGIONAL MEDICAL CENTER,ND,58639,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
351331,TOWNER COUNTY MEDICAL CENTER,ND,58324,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351332,HEART OF AMERICA MEDICAL CENTER,ND,58368,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
351333,CHI ST ALEXIUS HEALTH DEVILS LAKE,ND,58301,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12
351334,CHI ST ALEXIUS HEALTH WILLISTON,ND,58801,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,,16,7,8,11,8,12
351335,JAMESTOWN REGIONAL MEDICAL CENTER,ND,58401,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
351336,CHI ST ALEXIUS HEALTH DICKINSON,ND,58601,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,,16,7,8,11,8,12
351364,STANDING ROCK SERVICE UNIT,ND,58538,Critical Access Hospitals,Government - Federal,Yes,,,16,7,8,11,8,12
354003,NORTH DAKOTA STATE HOSPITAL,ND,58401,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
354004,PRAIRIE ST JOHN'S,ND,58103,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
360001,MERCY HEALTH-ANDERSON HOSPITAL,OH,45255,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
360002,UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,OH,44805,Acute Care Hospitals,Voluntary non-profit - Other,No,,3.0,,7,8,11,8,12
360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",OH,45219,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
